Date,Country,Latitude,Longitude,Currency,Rate
4/11/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/12/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/13/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/14/20,United Kingdom,55.378051,-3.435973,GBP,0.79
4/15/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/16/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/17/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/18/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/19/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/20/20,United Kingdom,55.378051,-3.435973,GBP,0.80
4/21/20,United Kingdom,55.378051,-3.435973,GBP,0.81
4/22/20,United Kingdom,55.378051,-3.435973,GBP,0.81
4/23/20,United Kingdom,55.378051,-3.435973,GBP,0.81
4/24/20,United Kingdom,55.378051,-3.435973,GBP,0.81
4/25/20,United Kingdom,55.378051,-3.435973,GBP,0.81
4/26/20,United Kingdom,55.378051,-3.435973,GBP,0.81
11/1/19,Brazil,-14.235004,-51.92528,BRL,3.98
11/4/19,Brazil,-14.235004,-51.92528,BRL,4.00
11/5/19,Brazil,-14.235004,-51.92528,BRL,3.99
11/6/19,Brazil,-14.235004,-51.92528,BRL,4.06
11/7/19,Brazil,-14.235004,-51.92528,BRL,4.09
11/8/19,Brazil,-14.235004,-51.92528,BRL,4.15
11/12/19,Brazil,-14.235004,-51.92528,BRL,4.17
11/13/19,Brazil,-14.235004,-51.92528,BRL,4.18
11/14/19,Brazil,-14.235004,-51.92528,BRL,4.19
11/15/19,Brazil,-14.235004,-51.92528,BRL,4.20
11/18/19,Brazil,-14.235004,-51.92528,BRL,4.19
11/19/19,Brazil,-14.235004,-51.92528,BRL,4.20
11/20/19,Brazil,-14.235004,-51.92528,BRL,4.20
11/21/19,Brazil,-14.235004,-51.92528,BRL,4.22
11/22/19,Brazil,-14.235004,-51.92528,BRL,4.19
11/25/19,Brazil,-14.235004,-51.92528,BRL,4.22
11/26/19,Brazil,-14.235004,-51.92528,BRL,4.26
11/27/19,Brazil,-14.235004,-51.92528,BRL,4.26
11/29/19,Brazil,-14.235004,-51.92528,BRL,4.23
12/2/19,Brazil,-14.235004,-51.92528,BRL,4.22
12/3/19,Brazil,-14.235004,-51.92528,BRL,4.19
12/4/19,Brazil,-14.235004,-51.92528,BRL,4.19
12/5/19,Brazil,-14.235004,-51.92528,BRL,4.19
12/6/19,Brazil,-14.235004,-51.92528,BRL,4.17
12/9/19,Brazil,-14.235004,-51.92528,BRL,4.13
12/10/19,Brazil,-14.235004,-51.92528,BRL,4.14
12/11/19,Brazil,-14.235004,-51.92528,BRL,4.12
12/12/19,Brazil,-14.235004,-51.92528,BRL,4.10
12/13/19,Brazil,-14.235004,-51.92528,BRL,4.11
12/16/19,Brazil,-14.235004,-51.92528,BRL,4.07
12/17/19,Brazil,-14.235004,-51.92528,BRL,4.07
12/18/19,Brazil,-14.235004,-51.92528,BRL,4.06
12/19/19,Brazil,-14.235004,-51.92528,BRL,4.06
12/20/19,Brazil,-14.235004,-51.92528,BRL,4.09
12/23/19,Brazil,-14.235004,-51.92528,BRL,4.06
12/24/19,Brazil,-14.235004,-51.92528,BRL,4.08
12/26/19,Brazil,-14.235004,-51.92528,BRL,4.06
12/27/19,Brazil,-14.235004,-51.92528,BRL,4.05
12/30/19,Brazil,-14.235004,-51.92528,BRL,4.02
12/31/19,Brazil,-14.235004,-51.92528,BRL,4.02
1/1/20,Brazil,-14.235004,-51.92528,BRL,4.02
1/2/20,Brazil,-14.235004,-51.92528,BRL,4.02
1/3/20,Brazil,-14.235004,-51.92528,BRL,4.07
1/4/20,Brazil,-14.235004,-51.92528,BRL,4.07
1/5/20,Brazil,-14.235004,-51.92528,BRL,4.06
1/6/20,Brazil,-14.235004,-51.92528,BRL,4.06
1/7/20,Brazil,-14.235004,-51.92528,BRL,4.07
1/8/20,Brazil,-14.235004,-51.92528,BRL,4.06
1/9/20,Brazil,-14.235004,-51.92528,BRL,4.09
1/10/20,Brazil,-14.235004,-51.92528,BRL,4.10
1/11/20,Brazil,-14.235004,-51.92528,BRL,4.08
1/12/20,Brazil,-14.235004,-51.92528,BRL,4.09
1/13/20,Brazil,-14.235004,-51.92528,BRL,4.15
1/14/20,Brazil,-14.235004,-51.92528,BRL,4.13
1/15/20,Brazil,-14.235004,-51.92528,BRL,4.18
1/16/20,Brazil,-14.235004,-51.92528,BRL,4.19
1/17/20,Brazil,-14.235004,-51.92528,BRL,4.16
1/18/20,Brazil,-14.235004,-51.92528,BRL,4.16
1/19/20,Brazil,-14.235004,-51.92528,BRL,4.16
1/20/20,Brazil,-14.235004,-51.92528,BRL,4.19
1/21/20,Brazil,-14.235004,-51.92528,BRL,4.21
1/22/20,Brazil,-14.235004,-51.92528,BRL,4.18
1/23/20,Brazil,-14.235004,-51.92528,BRL,4.17
1/24/20,Brazil,-14.235004,-51.92528,BRL,4.18
1/25/20,Brazil,-14.235004,-51.92528,BRL,4.18
1/26/20,Brazil,-14.235004,-51.92528,BRL,4.18
1/27/20,Brazil,-14.235004,-51.92528,BRL,4.21
1/28/20,Brazil,-14.235004,-51.92528,BRL,4.19
1/29/20,Brazil,-14.235004,-51.92528,BRL,4.23
1/30/20,Brazil,-14.235004,-51.92528,BRL,4.24
1/31/20,Brazil,-14.235004,-51.92528,BRL,4.28
2/1/20,Brazil,-14.235004,-51.92528,BRL,4.28
2/2/20,Brazil,-14.235004,-51.92528,BRL,4.28
2/3/20,Brazil,-14.235004,-51.92528,BRL,4.25
2/4/20,Brazil,-14.235004,-51.92528,BRL,4.26
2/5/20,Brazil,-14.235004,-51.92528,BRL,4.24
2/6/20,Brazil,-14.235004,-51.92528,BRL,4.28
2/7/20,Brazil,-14.235004,-51.92528,BRL,4.32
2/8/20,Brazil,-14.235004,-51.92528,BRL,4.32
2/9/20,Brazil,-14.235004,-51.92528,BRL,4.32
2/10/20,Brazil,-14.235004,-51.92528,BRL,4.32
2/11/20,Brazil,-14.235004,-51.92528,BRL,4.33
2/12/20,Brazil,-14.235004,-51.92528,BRL,4.36
2/13/20,Brazil,-14.235004,-51.92528,BRL,4.35
2/14/20,Brazil,-14.235004,-51.92528,BRL,4.30
2/15/20,Brazil,-14.235004,-51.92528,BRL,4.30
2/16/20,Brazil,-14.235004,-51.92528,BRL,4.30
2/17/20,Brazil,-14.235004,-51.92528,BRL,4.33
2/18/20,Brazil,-14.235004,-51.92528,BRL,4.36
2/19/20,Brazil,-14.235004,-51.92528,BRL,4.37
2/20/20,Brazil,-14.235004,-51.92528,BRL,4.39
2/21/20,Brazil,-14.235004,-51.92528,BRL,4.39
2/22/20,Brazil,-14.235004,-51.92528,BRL,4.39
2/23/20,Brazil,-14.235004,-51.92528,BRL,4.39
2/24/20,Brazil,-14.235004,-51.92528,BRL,4.39
2/25/20,Brazil,-14.235004,-51.92528,BRL,4.39
2/26/20,Brazil,-14.235004,-51.92528,BRL,4.45
2/27/20,Brazil,-14.235004,-51.92528,BRL,4.49
2/28/20,Brazil,-14.235004,-51.92528,BRL,4.47
2/29/20,Brazil,-14.235004,-51.92528,BRL,4.47
3/1/20,Brazil,-14.235004,-51.92528,BRL,4.48
3/2/20,Brazil,-14.235004,-51.92528,BRL,4.47
3/3/20,Brazil,-14.235004,-51.92528,BRL,4.51
3/4/20,Brazil,-14.235004,-51.92528,BRL,4.58
3/5/20,Brazil,-14.235004,-51.92528,BRL,4.61
3/6/20,Brazil,-14.235004,-51.92528,BRL,4.63
3/7/20,Brazil,-14.235004,-51.92528,BRL,4.63
3/8/20,Brazil,-14.235004,-51.92528,BRL,4.63
3/9/20,Brazil,-14.235004,-51.92528,BRL,4.72
3/10/20,Brazil,-14.235004,-51.92528,BRL,4.64
3/11/20,Brazil,-14.235004,-51.92528,BRL,4.82
3/12/20,Brazil,-14.235004,-51.92528,BRL,4.79
3/13/20,Brazil,-14.235004,-51.92528,BRL,4.86
3/14/20,Brazil,-14.235004,-51.92528,BRL,4.86
3/15/20,Brazil,-14.235004,-51.92528,BRL,4.86
3/16/20,Brazil,-14.235004,-51.92528,BRL,5.00
3/17/20,Brazil,-14.235004,-51.92528,BRL,5.01
3/18/20,Brazil,-14.235004,-51.92528,BRL,5.11
3/19/20,Brazil,-14.235004,-51.92528,BRL,5.10
3/20/20,Brazil,-14.235004,-51.92528,BRL,5.06
3/21/20,Brazil,-14.235004,-51.92528,BRL,5.06
3/22/20,Brazil,-14.235004,-51.92528,BRL,5.05
3/23/20,Brazil,-14.235004,-51.92528,BRL,5.14
3/24/20,Brazil,-14.235004,-51.92528,BRL,5.10
3/25/20,Brazil,-14.235004,-51.92528,BRL,5.04
3/26/20,Brazil,-14.235004,-51.92528,BRL,5.02
3/27/20,Brazil,-14.235004,-51.92528,BRL,5.10
3/28/20,Brazil,-14.235004,-51.92528,BRL,5.10
3/29/20,Brazil,-14.235004,-51.92528,BRL,5.11
3/30/20,Brazil,-14.235004,-51.92528,BRL,5.19
3/31/20,Brazil,-14.235004,-51.92528,BRL,5.20
4/1/20,Brazil,-14.235004,-51.92528,BRL,5.25
4/2/20,Brazil,-14.235004,-51.92528,BRL,5.26
4/3/20,Brazil,-14.235004,-51.92528,BRL,5.35
4/4/20,Brazil,-14.235004,-51.92528,BRL,5.35
4/5/20,Brazil,-14.235004,-51.92528,BRL,5.35
4/6/20,Brazil,-14.235004,-51.92528,BRL,5.29
4/7/20,Brazil,-14.235004,-51.92528,BRL,5.22
4/8/20,Brazil,-14.235004,-51.92528,BRL,5.12
4/9/20,Brazil,-14.235004,-51.92528,BRL,5.11
4/10/20,Brazil,-14.235004,-51.92528,BRL,5.11
4/11/20,Brazil,-14.235004,-51.92528,BRL,5.11
4/12/20,Brazil,-14.235004,-51.92528,BRL,5.11
4/13/20,Brazil,-14.235004,-51.92528,BRL,5.20
4/14/20,Brazil,-14.235004,-51.92528,BRL,5.16
4/15/20,Brazil,-14.235004,-51.92528,BRL,5.24
4/16/20,Brazil,-14.235004,-51.92528,BRL,5.23
4/17/20,Brazil,-14.235004,-51.92528,BRL,5.23
4/18/20,Brazil,-14.235004,-51.92528,BRL,5.24
4/19/20,Brazil,-14.235004,-51.92528,BRL,5.23
4/20/20,Brazil,-14.235004,-51.92528,BRL,5.32
4/21/20,Brazil,-14.235004,-51.92528,BRL,5.32
4/22/20,Brazil,-14.235004,-51.92528,BRL,5.46
4/23/20,Brazil,-14.235004,-51.92528,BRL,5.53
4/24/20,Brazil,-14.235004,-51.92528,BRL,5.59
4/25/20,Brazil,-14.235004,-51.92528,BRL,5.59
4/26/20,Brazil,-14.235004,-51.92528,BRL,5.59
11/1/19,Canada,56.130366,-106.346771,CAD,1.31
11/4/19,Canada,56.130366,-106.346771,CAD,1.31
11/5/19,Canada,56.130366,-106.346771,CAD,1.32
11/6/19,Canada,56.130366,-106.346771,CAD,1.32
11/7/19,Canada,56.130366,-106.346771,CAD,1.32
11/8/19,Canada,56.130366,-106.346771,CAD,1.32
11/12/19,Canada,56.130366,-106.346771,CAD,1.32
11/13/19,Canada,56.130366,-106.346771,CAD,1.32
11/14/19,Canada,56.130366,-106.346771,CAD,1.33
11/15/19,Canada,56.130366,-106.346771,CAD,1.32
11/18/19,Canada,56.130366,-106.346771,CAD,1.32
11/19/19,Canada,56.130366,-106.346771,CAD,1.32
11/20/19,Canada,56.130366,-106.346771,CAD,1.33
11/21/19,Canada,56.130366,-106.346771,CAD,1.33
11/22/19,Canada,56.130366,-106.346771,CAD,1.33
11/25/19,Canada,56.130366,-106.346771,CAD,1.33
11/26/19,Canada,56.130366,-106.346771,CAD,1.33
11/27/19,Canada,56.130366,-106.346771,CAD,1.33
11/29/19,Canada,56.130366,-106.346771,CAD,1.33
12/2/19,Canada,56.130366,-106.346771,CAD,1.33
12/3/19,Canada,56.130366,-106.346771,CAD,1.33
12/4/19,Canada,56.130366,-106.346771,CAD,1.32
12/5/19,Canada,56.130366,-106.346771,CAD,1.32
12/6/19,Canada,56.130366,-106.346771,CAD,1.33
12/9/19,Canada,56.130366,-106.346771,CAD,1.32
12/10/19,Canada,56.130366,-106.346771,CAD,1.32
12/11/19,Canada,56.130366,-106.346771,CAD,1.32
12/12/19,Canada,56.130366,-106.346771,CAD,1.32
12/13/19,Canada,56.130366,-106.346771,CAD,1.32
12/16/19,Canada,56.130366,-106.346771,CAD,1.32
12/17/19,Canada,56.130366,-106.346771,CAD,1.32
12/18/19,Canada,56.130366,-106.346771,CAD,1.31
12/19/19,Canada,56.130366,-106.346771,CAD,1.31
12/20/19,Canada,56.130366,-106.346771,CAD,1.32
12/23/19,Canada,56.130366,-106.346771,CAD,1.32
12/24/19,Canada,56.130366,-106.346771,CAD,1.32
12/26/19,Canada,56.130366,-106.346771,CAD,1.31
12/27/19,Canada,56.130366,-106.346771,CAD,1.31
12/30/19,Canada,56.130366,-106.346771,CAD,1.31
12/31/19,Canada,56.130366,-106.346771,CAD,1.30
1/1/20,Canada,56.130366,-106.346771,CAD,1.30
1/2/20,Canada,56.130366,-106.346771,CAD,1.30
1/3/20,Canada,56.130366,-106.346771,CAD,1.30
1/4/20,Canada,56.130366,-106.346771,CAD,1.30
1/5/20,Canada,56.130366,-106.346771,CAD,1.30
1/6/20,Canada,56.130366,-106.346771,CAD,1.30
1/7/20,Canada,56.130366,-106.346771,CAD,1.30
1/8/20,Canada,56.130366,-106.346771,CAD,1.30
1/9/20,Canada,56.130366,-106.346771,CAD,1.31
1/10/20,Canada,56.130366,-106.346771,CAD,1.31
1/11/20,Canada,56.130366,-106.346771,CAD,1.31
1/12/20,Canada,56.130366,-106.346771,CAD,1.31
1/13/20,Canada,56.130366,-106.346771,CAD,1.31
1/14/20,Canada,56.130366,-106.346771,CAD,1.31
1/15/20,Canada,56.130366,-106.346771,CAD,1.30
1/16/20,Canada,56.130366,-106.346771,CAD,1.30
1/17/20,Canada,56.130366,-106.346771,CAD,1.31
1/18/20,Canada,56.130366,-106.346771,CAD,1.31
1/19/20,Canada,56.130366,-106.346771,CAD,1.31
1/20/20,Canada,56.130366,-106.346771,CAD,1.30
1/21/20,Canada,56.130366,-106.346771,CAD,1.31
1/22/20,Canada,56.130366,-106.346771,CAD,1.31
1/23/20,Canada,56.130366,-106.346771,CAD,1.31
1/24/20,Canada,56.130366,-106.346771,CAD,1.31
1/25/20,Canada,56.130366,-106.346771,CAD,1.31
1/26/20,Canada,56.130366,-106.346771,CAD,1.32
1/27/20,Canada,56.130366,-106.346771,CAD,1.32
1/28/20,Canada,56.130366,-106.346771,CAD,1.32
1/29/20,Canada,56.130366,-106.346771,CAD,1.32
1/30/20,Canada,56.130366,-106.346771,CAD,1.32
1/31/20,Canada,56.130366,-106.346771,CAD,1.32
2/1/20,Canada,56.130366,-106.346771,CAD,1.32
2/2/20,Canada,56.130366,-106.346771,CAD,1.32
2/3/20,Canada,56.130366,-106.346771,CAD,1.33
2/4/20,Canada,56.130366,-106.346771,CAD,1.33
2/5/20,Canada,56.130366,-106.346771,CAD,1.33
2/6/20,Canada,56.130366,-106.346771,CAD,1.33
2/7/20,Canada,56.130366,-106.346771,CAD,1.33
2/8/20,Canada,56.130366,-106.346771,CAD,1.33
2/9/20,Canada,56.130366,-106.346771,CAD,1.33
2/10/20,Canada,56.130366,-106.346771,CAD,1.33
2/11/20,Canada,56.130366,-106.346771,CAD,1.33
2/12/20,Canada,56.130366,-106.346771,CAD,1.33
2/13/20,Canada,56.130366,-106.346771,CAD,1.33
2/14/20,Canada,56.130366,-106.346771,CAD,1.33
2/15/20,Canada,56.130366,-106.346771,CAD,1.33
2/16/20,Canada,56.130366,-106.346771,CAD,1.32
2/17/20,Canada,56.130366,-106.346771,CAD,1.32
2/18/20,Canada,56.130366,-106.346771,CAD,1.33
2/19/20,Canada,56.130366,-106.346771,CAD,1.32
2/20/20,Canada,56.130366,-106.346771,CAD,1.33
2/21/20,Canada,56.130366,-106.346771,CAD,1.32
2/22/20,Canada,56.130366,-106.346771,CAD,1.32
2/23/20,Canada,56.130366,-106.346771,CAD,1.33
2/24/20,Canada,56.130366,-106.346771,CAD,1.33
2/25/20,Canada,56.130366,-106.346771,CAD,1.33
2/26/20,Canada,56.130366,-106.346771,CAD,1.33
2/27/20,Canada,56.130366,-106.346771,CAD,1.34
2/28/20,Canada,56.130366,-106.346771,CAD,1.34
2/29/20,Canada,56.130366,-106.346771,CAD,1.34
3/1/20,Canada,56.130366,-106.346771,CAD,1.34
3/2/20,Canada,56.130366,-106.346771,CAD,1.33
3/3/20,Canada,56.130366,-106.346771,CAD,1.34
3/4/20,Canada,56.130366,-106.346771,CAD,1.34
3/5/20,Canada,56.130366,-106.346771,CAD,1.34
3/6/20,Canada,56.130366,-106.346771,CAD,1.34
3/7/20,Canada,56.130366,-106.346771,CAD,1.34
3/8/20,Canada,56.130366,-106.346771,CAD,1.36
3/9/20,Canada,56.130366,-106.346771,CAD,1.37
3/10/20,Canada,56.130366,-106.346771,CAD,1.37
3/11/20,Canada,56.130366,-106.346771,CAD,1.38
3/12/20,Canada,56.130366,-106.346771,CAD,1.39
3/13/20,Canada,56.130366,-106.346771,CAD,1.38
3/14/20,Canada,56.130366,-106.346771,CAD,1.38
3/15/20,Canada,56.130366,-106.346771,CAD,1.38
3/16/20,Canada,56.130366,-106.346771,CAD,1.40
3/17/20,Canada,56.130366,-106.346771,CAD,1.42
3/18/20,Canada,56.130366,-106.346771,CAD,1.44
3/19/20,Canada,56.130366,-106.346771,CAD,1.45
3/20/20,Canada,56.130366,-106.346771,CAD,1.44
3/21/20,Canada,56.130366,-106.346771,CAD,1.44
3/22/20,Canada,56.130366,-106.346771,CAD,1.45
3/23/20,Canada,56.130366,-106.346771,CAD,1.45
3/24/20,Canada,56.130366,-106.346771,CAD,1.44
3/25/20,Canada,56.130366,-106.346771,CAD,1.42
3/26/20,Canada,56.130366,-106.346771,CAD,1.40
3/27/20,Canada,56.130366,-106.346771,CAD,1.40
3/28/20,Canada,56.130366,-106.346771,CAD,1.40
3/29/20,Canada,56.130366,-106.346771,CAD,1.40
3/30/20,Canada,56.130366,-106.346771,CAD,1.42
3/31/20,Canada,56.130366,-106.346771,CAD,1.41
4/1/20,Canada,56.130366,-106.346771,CAD,1.42
4/2/20,Canada,56.130366,-106.346771,CAD,1.41
4/3/20,Canada,56.130366,-106.346771,CAD,1.42
4/4/20,Canada,56.130366,-106.346771,CAD,1.42
4/5/20,Canada,56.130366,-106.346771,CAD,1.43
4/6/20,Canada,56.130366,-106.346771,CAD,1.41
4/7/20,Canada,56.130366,-106.346771,CAD,1.40
4/8/20,Canada,56.130366,-106.346771,CAD,1.40
4/9/20,Canada,56.130366,-106.346771,CAD,1.40
4/10/20,Canada,56.130366,-106.346771,CAD,1.40
4/11/20,Canada,56.130366,-106.346771,CAD,1.40
4/12/20,Canada,56.130366,-106.346771,CAD,1.40
4/13/20,Canada,56.130366,-106.346771,CAD,1.39
4/14/20,Canada,56.130366,-106.346771,CAD,1.39
4/15/20,Canada,56.130366,-106.346771,CAD,1.41
4/16/20,Canada,56.130366,-106.346771,CAD,1.40
4/17/20,Canada,56.130366,-106.346771,CAD,1.40
4/18/20,Canada,56.130366,-106.346771,CAD,1.40
4/19/20,Canada,56.130366,-106.346771,CAD,1.41
4/20/20,Canada,56.130366,-106.346771,CAD,1.41
4/21/20,Canada,56.130366,-106.346771,CAD,1.42
4/22/20,Canada,56.130366,-106.346771,CAD,1.42
4/23/20,Canada,56.130366,-106.346771,CAD,1.41
4/24/20,Canada,56.130366,-106.346771,CAD,1.41
4/25/20,Canada,56.130366,-106.346771,CAD,1.41
4/26/20,Canada,56.130366,-106.346771,CAD,1.41
11/1/19,China,35.86166,104.195397,CNY,7.04
11/4/19,China,35.86166,104.195397,CNY,7.03
11/5/19,China,35.86166,104.195397,CNY,7.01
11/6/19,China,35.86166,104.195397,CNY,7.00
11/7/19,China,35.86166,104.195397,CNY,6.98
11/8/19,China,35.86166,104.195397,CNY,7.00
11/12/19,China,35.86166,104.195397,CNY,7.01
11/13/19,China,35.86166,104.195397,CNY,7.02
11/14/19,China,35.86166,104.195397,CNY,7.02
11/15/19,China,35.86166,104.195397,CNY,7.01
11/18/19,China,35.86166,104.195397,CNY,7.02
11/19/19,China,35.86166,104.195397,CNY,7.03
11/20/19,China,35.86166,104.195397,CNY,7.03
11/21/19,China,35.86166,104.195397,CNY,7.03
11/22/19,China,35.86166,104.195397,CNY,7.04
11/25/19,China,35.86166,104.195397,CNY,7.03
11/26/19,China,35.86166,104.195397,CNY,7.03
11/27/19,China,35.86166,104.195397,CNY,7.03
11/29/19,China,35.86166,104.195397,CNY,7.03
12/2/19,China,35.86166,104.195397,CNY,7.04
12/3/19,China,35.86166,104.195397,CNY,7.06
12/4/19,China,35.86166,104.195397,CNY,7.05
12/5/19,China,35.86166,104.195397,CNY,7.04
12/6/19,China,35.86166,104.195397,CNY,7.03
12/9/19,China,35.86166,104.195397,CNY,7.04
12/10/19,China,35.86166,104.195397,CNY,7.03
12/11/19,China,35.86166,104.195397,CNY,7.04
12/12/19,China,35.86166,104.195397,CNY,6.99
12/13/19,China,35.86166,104.195397,CNY,6.99
12/16/19,China,35.86166,104.195397,CNY,6.99
12/17/19,China,35.86166,104.195397,CNY,7.00
12/18/19,China,35.86166,104.195397,CNY,7.00
12/19/19,China,35.86166,104.195397,CNY,7.01
12/20/19,China,35.86166,104.195397,CNY,7.01
12/23/19,China,35.86166,104.195397,CNY,7.01
12/24/19,China,35.86166,104.195397,CNY,7.01
12/26/19,China,35.86166,104.195397,CNY,6.99
12/27/19,China,35.86166,104.195397,CNY,7.00
12/30/19,China,35.86166,104.195397,CNY,6.99
12/31/19,China,35.86166,104.195397,CNY,6.96
1/1/20,China,35.86166,104.195397,CNY,6.96
1/2/20,China,35.86166,104.195397,CNY,6.96
1/3/20,China,35.86166,104.195397,CNY,6.97
1/4/20,China,35.86166,104.195397,CNY,6.97
1/5/20,China,35.86166,104.195397,CNY,6.97
1/6/20,China,35.86166,104.195397,CNY,6.98
1/7/20,China,35.86166,104.195397,CNY,6.95
1/8/20,China,35.86166,104.195397,CNY,6.95
1/9/20,China,35.86166,104.195397,CNY,6.95
1/10/20,China,35.86166,104.195397,CNY,6.92
1/11/20,China,35.86166,104.195397,CNY,6.92
1/12/20,China,35.86166,104.195397,CNY,6.92
1/13/20,China,35.86166,104.195397,CNY,6.89
1/14/20,China,35.86166,104.195397,CNY,6.90
1/15/20,China,35.86166,104.195397,CNY,6.89
1/16/20,China,35.86166,104.195397,CNY,6.88
1/17/20,China,35.86166,104.195397,CNY,6.86
1/18/20,China,35.86166,104.195397,CNY,6.86
1/19/20,China,35.86166,104.195397,CNY,6.86
1/20/20,China,35.86166,104.195397,CNY,6.87
1/21/20,China,35.86166,104.195397,CNY,6.91
1/22/20,China,35.86166,104.195397,CNY,6.91
1/23/20,China,35.86166,104.195397,CNY,6.94
1/24/20,China,35.86166,104.195397,CNY,6.94
1/25/20,China,35.86166,104.195397,CNY,6.94
1/26/20,China,35.86166,104.195397,CNY,6.94
1/27/20,China,35.86166,104.195397,CNY,6.94
1/28/20,China,35.86166,104.195397,CNY,6.94
1/29/20,China,35.86166,104.195397,CNY,6.94
1/30/20,China,35.86166,104.195397,CNY,6.94
1/31/20,China,35.86166,104.195397,CNY,6.94
2/1/20,China,35.86166,104.195397,CNY,6.94
2/2/20,China,35.86166,104.195397,CNY,6.94
2/3/20,China,35.86166,104.195397,CNY,7.02
2/4/20,China,35.86166,104.195397,CNY,7.00
2/5/20,China,35.86166,104.195397,CNY,6.97
2/6/20,China,35.86166,104.195397,CNY,6.97
2/7/20,China,35.86166,104.195397,CNY,7.00
2/8/20,China,35.86166,104.195397,CNY,7.00
2/9/20,China,35.86166,104.195397,CNY,7.00
2/10/20,China,35.86166,104.195397,CNY,6.98
2/11/20,China,35.86166,104.195397,CNY,6.97
2/12/20,China,35.86166,104.195397,CNY,6.97
2/13/20,China,35.86166,104.195397,CNY,6.98
2/14/20,China,35.86166,104.195397,CNY,6.99
2/15/20,China,35.86166,104.195397,CNY,6.99
2/16/20,China,35.86166,104.195397,CNY,6.99
2/17/20,China,35.86166,104.195397,CNY,6.98
2/18/20,China,35.86166,104.195397,CNY,7.00
2/19/20,China,35.86166,104.195397,CNY,7.00
2/20/20,China,35.86166,104.195397,CNY,7.02
2/21/20,China,35.86166,104.195397,CNY,7.03
2/22/20,China,35.86166,104.195397,CNY,7.03
2/23/20,China,35.86166,104.195397,CNY,7.03
2/24/20,China,35.86166,104.195397,CNY,7.03
2/25/20,China,35.86166,104.195397,CNY,7.04
2/26/20,China,35.86166,104.195397,CNY,7.04
2/27/20,China,35.86166,104.195397,CNY,7.00
2/28/20,China,35.86166,104.195397,CNY,6.99
2/29/20,China,35.86166,104.195397,CNY,6.99
3/1/20,China,35.86166,104.195397,CNY,6.99
3/2/20,China,35.86166,104.195397,CNY,7.00
3/3/20,China,35.86166,104.195397,CNY,6.96
3/4/20,China,35.86166,104.195397,CNY,6.97
3/5/20,China,35.86166,104.195397,CNY,6.94
3/6/20,China,35.86166,104.195397,CNY,6.93
3/7/20,China,35.86166,104.195397,CNY,6.93
3/8/20,China,35.86166,104.195397,CNY,6.93
3/9/20,China,35.86166,104.195397,CNY,6.95
3/10/20,China,35.86166,104.195397,CNY,6.96
3/11/20,China,35.86166,104.195397,CNY,6.96
3/12/20,China,35.86166,104.195397,CNY,7.03
3/13/20,China,35.86166,104.195397,CNY,7.01
3/14/20,China,35.86166,104.195397,CNY,7.01
3/15/20,China,35.86166,104.195397,CNY,7.01
3/16/20,China,35.86166,104.195397,CNY,6.99
3/17/20,China,35.86166,104.195397,CNY,7.01
3/18/20,China,35.86166,104.195397,CNY,7.05
3/19/20,China,35.86166,104.195397,CNY,7.11
3/20/20,China,35.86166,104.195397,CNY,7.10
3/21/20,China,35.86166,104.195397,CNY,7.10
3/22/20,China,35.86166,104.195397,CNY,7.10
3/23/20,China,35.86166,104.195397,CNY,7.09
3/24/20,China,35.86166,104.195397,CNY,7.06
3/25/20,China,35.86166,104.195397,CNY,7.11
3/26/20,China,35.86166,104.195397,CNY,7.07
3/27/20,China,35.86166,104.195397,CNY,7.10
3/28/20,China,35.86166,104.195397,CNY,7.10
3/29/20,China,35.86166,104.195397,CNY,7.10
3/30/20,China,35.86166,104.195397,CNY,7.10
3/31/20,China,35.86166,104.195397,CNY,7.08
4/1/20,China,35.86166,104.195397,CNY,7.10
4/2/20,China,35.86166,104.195397,CNY,7.08
4/3/20,China,35.86166,104.195397,CNY,7.09
4/4/20,China,35.86166,104.195397,CNY,7.09
4/5/20,China,35.86166,104.195397,CNY,7.09
4/6/20,China,35.86166,104.195397,CNY,7.09
4/7/20,China,35.86166,104.195397,CNY,7.05
4/8/20,China,35.86166,104.195397,CNY,7.07
4/9/20,China,35.86166,104.195397,CNY,7.04
4/10/20,China,35.86166,104.195397,CNY,7.04
4/11/20,China,35.86166,104.195397,CNY,7.04
4/12/20,China,35.86166,104.195397,CNY,7.04
4/13/20,China,35.86166,104.195397,CNY,7.05
4/14/20,China,35.86166,104.195397,CNY,7.05
4/15/20,China,35.86166,104.195397,CNY,7.07
4/16/20,China,35.86166,104.195397,CNY,7.08
4/17/20,China,35.86166,104.195397,CNY,7.07
4/18/20,China,35.86166,104.195397,CNY,7.07
4/19/20,China,35.86166,104.195397,CNY,7.07
4/20/20,China,35.86166,104.195397,CNY,7.07
4/21/20,China,35.86166,104.195397,CNY,7.07
4/22/20,China,35.86166,104.195397,CNY,7.08
4/23/20,China,35.86166,104.195397,CNY,7.07
4/24/20,China,35.86166,104.195397,CNY,7.08
